,Unnamed: 0.1,Unnamed: 0,title,keyword,category,score,author,publisher,reviewnum
2668,2668,2669,조정민의 답답답 2,신앙 생활 그리스도인 위로 만두 예수 못난이,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],40/40/0/20/0,조정민 저자(글),두란노,7.0
2669,2669,2670,목사님 궁금합니다 4,신앙 생활 헌금 성경 신앙인 십일조 질문,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/0/0/33/67,김활 저자(글),미래사CROSS,3.0
2670,2670,2671,일대일 제자양육 성경공부,그리스도인 하나님 큐티 열방 성령 충만 초대 교회,['국내도서 > 종교 > 기독교(개신교) > 기독교교육 > 제자훈련/사역'],32/4/12/0/52,두란노 편집부 저자(글),두란노서원,32.0
2671,2671,2672,나는 안전한 사람인가?,하나님 그리스도인 정죄 긍휼 중도 포기 분별,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 기독교대인관계'],33/50/0/0/17,"헨리 클라우드 , 존 타운센드 저자(글) · 김한성 번역",토기장이,8.0
2672,2672,2673,토레이의 기도의 능력,부흥 교회 전도자 선 교지 동역자 역사,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],0/0/0/0/0,R. A. 토레이 저자(글) · 임성택 번역,생명의말씀사,0.0
2673,2673,2674,예수님짜리,하나님 구입 생명 찬송 신분 보물,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/0/0,이남하 저자(글),요단출판사,0.0
2674,2674,2675,두려움 너머의 삶,성경 인물 사도 바울 디모데 후서 블레셋 에베소 요나단,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 설교집'],42/32/16/0/11,이상준 저자(글),두란노서원,23.0
2675,2675,2676,복음 안에서 발견한 참된 자유,교인 고린도 선교단체 총신대 사도 바울 평신,['국내도서 > 종교 > 기독교(개신교) > 신학/기독교사상 > 신학일반'],43/14/7/0/36,티모시 켈러 저자(글) · 장호준 번역,복있는사람,17.0
2676,2676,2677,가스펠 프로젝트 구약 4: 왕국의 성립(고학년),사울 언약 이스라엘 백성 성경 이야기 다윗 신실,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],100/0/0/0/0,"LifeWay Kids 저자(글) · 권혜신 번역 · 김도일 , 김병훈 , 이희성 감수",두란노서원,2.0
2677,2677,2678,메시지 로마서(미니북),선교단체 기독교 영성 오정현 목회 사역 빌립 영어 성경,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 신약성서'],24/38/19/5/14,"유진 피터슨 저자(글) · 김순현 , 윤종석 , 이종태 번역 · 김영봉 감수",복있는사람,24.0
2678,2678,2679,"하나님, 미디어가 뭐예요?",성령 하나님 금식 사역 세계관 기독교 초등 학교 아이,"['국내도서 > 종교 > 기독교(개신교) > 어린이기독교 > 어린이기독교일반', '국내도서 > 어린이(초등) > 어린이교양 > 종교 > 어린이기독교']",67/0/0/0/33,유경상 저자(글),도서출판CUP(씨유피),3.0
2679,2679,2680,사귐의 기도,영성 생활 영성 훈련 중보 기도 주일 예배 니고데모 은사,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],48/11/33/0/7,김영봉 저자(글),IVP,28.0
2680,2680,2681,가스펠 프로젝트 구약 3: 약속의 땅(저학년),여호수아 구원 계획 이스라엘 백성 사무엘 룻기 사사기,"['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재', '국내도서 > 종교 > 기독교(개신교) > 성경학습 > 구약성서']",60/0/0/0/40,"LifeWay Kids 저자(글) · 안윤경 번역 · 김도일 , 김병훈, 이희성 감수",두란노서원,6.0
2681,2681,2682,매일 기도,위로 형통 평안 초신 묵상 예수 그리스도,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],49/26/5/9/12,조정민 저자(글),두란노,60.0
2682,2682,2683,메시지 레위기,감리교 분당 묵상 성결 산부 통독,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 구약성서'],50/50/0/0/0,"유진 피터슨 저자(글) · 김순현 , 윤종석 , 이종태 번역 · 김회권 감수",복있는사람,2.0
2683,2683,2684,또 하나의 선민 알이랑 민족,하나님 성민 파송 성경 계시 찬송가,['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교일반'],100/0/0/0/0,유석근 저자(글),예루살렘,7.0
2684,2684,2685,깨어진 그릇,하나님 예배 옥합 기도회 선교 신앙 고백,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],54/23/0/15/8,김태훈 저자(글),규장,15.0
2685,2685,2686,영적훈련과 성장,하나님 기독교 영성 하늘 아버지 영성 훈련 기도 생활 교회 성장,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 성공/리더십'],36/27/27/0/9,리처드 포스터 저자(글) · 권달천 번역,생명의말씀사,11.0
2686,2686,2687,예수님의 기도 학교,예수 그리스도 중보자 중보 기도 기도회 목회 정죄,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],50/17/17/0/17,이정규 저자(글),IVP,6.0
2687,2687,2688,효과적인 간증,하나님 과학 개인 실험 작성 탐구,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 전도'],33/25/0/8/33,데이브 도슨 저자(글),네비게이토,12.0
2688,2688,2689,"팀 켈러, 오늘을 사는 잠언",하나님 지혜 묵상 복음 관영 죄악,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],49/11/18/3/19,"팀 켈러 , 캐시 켈러 저자(글) · 윤종석 번역",두란노서원,99.0
2689,2689,2690,길,하나님 사랑 평신 평신도 한국 교회 사역,['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교일반'],57/0/29/14/0,옥한흠 저자(글),국제제자훈련원,12.0
2690,2690,2691,성경 파노라마,중간기 신구약 구약 시대 구원 역사 신약 시대 안디옥,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경일반'],42/30/8/6/14,테리 홀 저자(글) · 배응준 번역,규장문화사,127.0
2691,2691,2692,탕자의 귀향,렘브란트 빛 가운데 묵상 지적 장애 라르 신약성경,['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교일반'],55/9/9/0/27,헨리 나우웬 저자(글) · 최종훈 번역,포이에마,15.0
2692,2692,2693,왕의 재정 세트,성부 청산 십일조 불신자 공급자 간사,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/25/0/50/25,김미진 저자(글) · 홍성건 감수,규장,4.0
2693,2693,2694,풍성한 삶의 첫걸음 워크북,그리스도인 거듭남 간증 언약 안성맞춤 자료,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/20/20/20/40,김형국 저자(글),비아토르,6.0
2694,2694,2695,내면세계의 질서와 영적 성장,하나님 그리스도인 싱크홀 옥한흠 내주 간구,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],50/13/15/2/21,"고든 맥도날드 저자(글) · 홍화옥 , 김명희 번역",IVP,70.0
2695,2695,2696,T4T(Training for Trainer),하나님 세계 선교 선교 활동 임재 침례 사역,"['국내도서 > 종교 > 기독교(개신교) > 교회 > 교회론/교회사', '국내도서 > 종교 > 기독교(개신교) > 교회 > 교회행정']",100/0/0/0/0,"스티브 스미스 , 잉 카이 저자(글) · 이명희 번역",요단출판사,1.0
2696,2696,2697,가정교회 삶 공부: 첫단계,그리스도인 하나님 사랑 회개 기독교결혼 성령,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 데이트/결혼/가정'],50/0/0/0/50,천석길 저자(글) · 최영기 감수,요단출판사,2.0
2697,2697,2698,딩동! 선물 왔어요(부록 : 태아 모형),하나님 목사 크리스천 교역자 공과 이찬수,"['국내도서 > 종교 > 기독교(개신교) > 어린이기독교 > 어린이기독교일반', '국내도서 > 어린이(초등) > 어린이교양 > 종교 > 어린이기독교']",60/0/20/0/20,"김지연 , 박순애 저자(글)",두란노,5.0
2698,2698,2699,4영리에 대하여 들어 보셨습니까?,상품,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 전도'],46/25/15/3/11,한국대학생선교회 저자(글),한국대학생선교회,321.0
2699,2699,2700,팀 켈러의 탕부 하나님,신앙생활 복음 탕자 크리스천 도발 하늘 아버지,"['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성', '국내도서 > 종교 > 기독교(개신교) > 성경학습 > 복음서']",55/14/12/9/11,팀 켈러 저자(글) · 윤종석 번역,두란노서원,129.0
2700,2700,2701,가스펠 프로젝트 신약 3: 십자가와 부활(고학년),하나님 그리스도인 엠마오 지상 명령 성경 이야기 제자,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/0/0,LifeWay Kids 저자(글) · 권혜신 번역,두란노서원,0.0
2701,2701,2702,세 왕 이야기,하나님 나라 압살롬 사울 부음 반역 목동,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 설교집'],40/24/24/4/8,진 에드워드 저자(글),예수전도단,28.0
2702,2702,2703,에베소서,그리스도인 성령 하나님 에베소 속 사람 바울 진노,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/0/0,옥한흠 저자(글),국제제자훈련원,0.0
2703,2703,2704,하나님의 말씀 3: 마태복음 요한계시록,후서 요한 일서 요한 평신 디도서 유다서 빌레몬서 골로새서,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 신약성서'],0/0/0/0/0,이영훈 저자(글),서울말씀사,0.0
2704,2704,2705,네빌 고다드의 부활,신앙 고백 안식일 인생관 가역 일체성 전능,['국내도서 > 종교 > 기독교(개신교) > 기독교인물 > 신앙인물'],31/16/18/18/16,네빌 고다드 저자(글) · 이상민 번역,서른세개의 계단,66.0
2705,2705,2706,누구든지 어디든지 언제든지,복음 전도 희생 제물 구약 후속 조치 현장 실습 메시지 전달,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 선교일반'],0/0/0/0/0,마이크 쉽맨 저자(글) · 신현필 번역,세계협력선교운동,0.0
2706,2706,2707,테필린복음 핸드북,그리스도인 아브라함 영적 복음 선 교지 예수 그리스도,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],27/36/27/0/9,박종신 저자(글),성경암송학교,11.0
2707,2707,2708,요한복음 새한글성경,성경전서 신구약 개역개정판 하나님 말씀 번역 성도,"['국내도서 > 종교 > 기독교(개신교) > 성경 > 한글성경', '국내도서 > 종교 > 기독교(개신교) > 출판사별 성경 > 대한성서공회']",33/0/33/0/33,대한성서공회 저자(글),대한성서공회,3.0
2708,2708,2709,조정민의 답답답,그리스도인 하나님 예배 정죄 사도 바울 성경 공부,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],14/32/9/18/27,조정민 저자(글),두란노서원,35.0
2709,2709,2710,용서: 은혜를 시험하는 자리,일평생 필치 천착 축약 기독교 신앙 최신작,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/0/0/0/0,필립 얀시 저자(글) · 윤종석 번역,IVP,0.0
2710,2710,2711,52주 기독교 신앙의 체계,종교 개혁자 회개 평신도 전신 갑주 제사장 언약,['국내도서 > 종교 > 기독교(개신교) > 신학/기독교사상 > 신학일반'],50/0/50/0/0,"김창영 , 김홍만 저자(글)",생명의말씀사,5.0
2711,2711,2712,세계사로 이해하는 성경역사,그리스도인 바빌로니아 구약성경 히타이트 아시리아 페니키아,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경일반'],58/0/25/0/17,최연수 저자(글),CLC(기독교문서선교회),14.0
2712,2712,2713,새신자반,하나님 예배 교회 생활 신자 예수 그리스도 성령,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],20/40/30/0/10,이재철 저자(글),홍성사,12.0
2713,2713,2714,팀 켈러의 내가 만든 신,신앙생활 성경 인물 요나 가짜 환멸 아브라함,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 설교집'],46/15/18/4/16,팀 켈러 저자(글) · 윤종석 번역,두란노서원,153.0
2714,2714,2715,가스펠 프로젝트 신약 1: 위대한 복음(저학년),그리스도 중심 핵심 교리 니고데모 사마리아 여인 예표 삭개,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],50/50/0/0/0,"LifeWay Kids 저자(글) · 이선주 번역 · 김병훈 , 류호성, 김정효 감수",두란노서원,2.0
2715,2715,2716,가스펠 프로젝트 신약 2 : 비유와 기적(중고등부 교사용),구약성경 신약성경 구원 역사 핵심 교리 예표 기독교 교육,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],100/0/0/0/0,"LifeWay Students 저자(글) · 문우일 번역 · 김병훈 , 류호성, 곽상학 감수",두란노서원,2.0
2716,2716,2717,고차원적 성경읽기,복음서 유튜브 교회 성도 실습 예제 예언서 신구약,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/0/0,김예환 저자(글),오르도스북스,0.0
2717,2717,2718,천로역정 2: 아직 끝나지 않은 이야기,하나님 크리스천 목사 이동원 김기석 신자,['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교고전'],0/0/0/0/0,존 번연 저자(글) · 정성묵 번역,두란노서원,0.0
2718,2718,2719,하나님의 대사,중보 기도 크리스천 주중 정욕 파송 사스,"['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교문학(소설/수필/시)', '국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성']",57/14/21/0/7,김하중 저자(글),규장,53.0
2719,2719,2720,"오늘부터, 다시, 기도",그리스도인 하늘 아버지 영성 훈련 뮬러 인도자 채플,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],38/23/15/8/15,도널드 휘트니 저자(글) · 김기철 번역,복있는사람,31.0
2720,2720,2721,메시지 S,갈라디아서 후서 요한 일서 요한 신명기 선교단체 마태복음 구약 전서,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경일반'],45/28/14/3/11,"유진 피터슨 저자(글) · 김순현 , 윤종석 , 이종태 , 홍종락 번역 · 김회권 , 김영봉 감수",복있는사람,76.0
2721,2721,2722,메시지 시편(미니북),선교단체 구약학 설교자 감리교 갈라디아서 교인,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 구약성서'],19/38/25/0/19,"유진 피터슨 저자(글) · 김순현 , 윤종석 , 이종태 번역 · 김회권 감수",복있는사람,18.0
2722,2722,2723,신앙고민 백문백답,하나님 성경 크리스천 본질 선교사 혼전,"['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성', '국내도서 > 종교 > 기독교(개신교) > 기독교교육 > 청소년교육']",0/56/22/11/11,김선교 저자(글),규장,9.0
2723,2723,2724,사영리(일영),하나님 선교 사역 영접 선교사 포켓북 인격,['국내도서 > 종교 > 기독교(개신교) > 신학/기독교사상 > 신학일반'],50/22/8/3/17,편집부 저자(글),한국대학생선교회,165.0
2724,2724,2725,거듭남과 십자가,신앙 생활 거듭남 니고데모 성경 지식 오늘날 교회 겟세마네,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],20/0/0/0/80,박순용 저자(글),생명의말씀사,7.0
2725,2725,2726,죽음에 이르는 7가지 죄,하나님 신자 교부 수도사 사막 유혹,['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교일반'],25/13/13/0/50,신원하 저자(글),IVP,8.0
2726,2726,2727,열정의 예배자,하나님 인도자 찬양 선곡 사역 경배,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 예배'],0/0/0/0/0,팀 휴즈 저자(글) · 홍순원 번역,죠이선교회,2.0
2727,2727,2728,가스펠 프로젝트 신약 3: 십자가와 부활(저학년),하나님 지상 명령 구원자 그리스도 중심 핵심 교리 구원 계획,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/100/0/0/0,"LifeWay Kids 저자(글) · 권혜신 번역 · 김병훈 , 류호성 , 김정효 감수",두란노서원,1.0
2728,2728,2729,작은 예수가 되라,청소년 복음 그리스도 연단 인격 순종,"['국내도서 > 종교 > 기독교(개신교) > 기독교교육 > 청소년교육', '국내도서 > 종교 > 기독교(개신교) > 기독교교육 > 제자훈련/사역']",0/100/0/0/0,국제제자훈련원 편집부 저자(글),국제제자훈련원,2.0
2729,2729,2730,데스티니: 하나님의 계획,신앙생활 목사 인생 설계도 하심 선교사,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],37/41/11/7/4,고성준 저자(글),규장,28.0
2730,2730,2731,성경 한 걸음,종교 서적 하나님 나라 주일 예배 비신자 선교단체 총신대,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경일반'],50/25/13/0/13,레슬리 뉴비긴 저자(글) · 윤종석 번역,복있는사람,9.0
2731,2731,2732,주님은 나의 최고봉,성령 세례 구원 계획 복음 전파 중보 기도 빛 가운데 거듭남,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],58/4/20/7/10,오스왈드 챔버스 저자(글) · 스데반 황 번역,토기장이,76.0
2732,2732,2733,100개의 신유진리(소책자),하나님 편견 성경 구절 구원자 백성 증거,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],67/22/4/0/7,티 엘 오스본 저자(글) · 김진호 번역,믿음의말씀사,51.0
2733,2733,2734,연애학교,감정 그리스도인 사역 영성 데이트 모래시계,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 데이트/결혼/가정'],33/33/0/0/33,게리 토마스 저자(글) · 윤종석 번역,도서출판CUP(씨유피),6.0
2734,2734,2735,교회 사랑 설명서,하나님 신자 제자 훈련 성경 목자 그리스도 중심,"['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성', '국내도서 > 종교 > 기독교(개신교) > 기독교교육 > 제자훈련/사역']",100/0/0/0/0,토니 메리다 저자(글) · 구지원 번역,생명의말씀사,1.0
2735,2735,2736,십대를 위한 소요리 성경공부(학생용) 1,신앙고백 웨스트민스터 주일 학교 주기도문 리얼 신앙,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],33/0/0/0/67,최창수 저자(글),생명의말씀사,3.0
2736,2736,2737,손에 잡히는 신약 개론,바울 하나님 말씀 복음 디도서 골로새서 에베소서,['국내도서 > 종교 > 기독교(개신교) > 신학/기독교사상 > 신학일반'],0/0/50/0/50,"D. A. 카슨 , 더글러스 무 , 앤드류 나셀리 저자(글) · 안세광 번역",IVP,7.0
2737,2737,2738,말:덕이 되는 말 해가 되는 말,신앙생활 하나님 성경 개울 찬미 신경질,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/0/0/0/100,캐롤 메이홀 저자(글) · 번역부 번역,네비게이토,1.0
2738,2738,2739,야베스의 기도,하나님 존귀 진리 명부 접촉 응답,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],0/0/0/0/0,브루스 윌킨슨 저자(글) · 마영례 번역,디모데,21.0
2739,2739,2740,헨리 블랙커비의 영적 리더십,지도력 실제 현장 성경공부 직분 동행 교계,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 성공/리더십'],36/27/18/9/9,"헨리 블랙커비 , 리처드 블랙커비 저자(글) · 윤종석 번역",두란노서원,13.0
2740,2740,2741,가스펠 프로젝트 구약 3: 약속의 땅(유치부),성경 전체 성경 이야기 이스라엘 백성 여호수아 사무엘 드보라,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/33/67,"LifeWay Kids 저자(글) · 안윤경 번역 · 김병훈 , 이희성 , 정희영 감수",두란노서원,3.0
2741,2741,2742,구약 읽기 내비게이션,신구약 대하 스위치 중략 동일 추천,"['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재', '국내도서 > 종교 > 기독교(개신교) > 성경학습 > 구약성서']",34/21/14/3/28,이애실 저자(글),성경방,61.0
2742,2742,2743,예수님 걸음따라 말씀대로 살기 초등부용(1년차 1 2분기),헌금 공생애 조직 신학 총신대 기독론 교회,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/0/0,주일학교공과 편집부 저자(글),에브리데이,0.0
2743,2743,2744,교회를 꿈꾼다,그리스도인 존재 양식 교회론 교회성장 교인 한국 교회,['국내도서 > 종교 > 기독교(개신교) > 교회 > 교회성장'],100/0/0/0/0,김형국 저자(글),비아토르,4.0
2744,2744,2745,날마다 큐티하는 여자,에스겔서 기독교 선교회 구속사 에스겔 간증,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],56/20/15/3/5,김양재 저자(글),QTM,78.0
2745,2745,2746,상한 감정의 치유,그리스도인 성령 충만 탕감 완벽주의 목회 사역 용서,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],50/33/0/0/17,데이빗 A. 씨맨즈 저자(글) · 송헌복 번역,두란노,6.0
2746,2746,2747,행복한 결혼학교,하나님 배우자 임재 남편 연모 멸시,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 데이트/결혼/가정'],0/0/0/0/0,게리 토마스 저자(글) · 윤종석 번역,도서출판CUP(씨유피),0.0
2747,2747,2748,삶으로 쓰는 선교학,지상 명령 사역 선 교지 공통분모 불신자 순종,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 선교일반'],0/0/0/0/100,문누가 저자(글),이야기공간,1.0
2748,2748,2749,나는 교장! 나는 사모!,간증 선교사 기도 교회 개척 학교 예배,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/0/0/0/0,이희열 저자(글),좋은땅,0.0
2749,2749,2750,쉽게 풀어쓴 세계관 특강,그리스도인 기독교 세계관 성경 철학자 통찰력 기독교인,['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교일반'],100/0/0/0/0,손봉호 저자(글),도서출판CUP(씨유피),1.0
2750,2750,2751,십자가의 복음,사랑 하나님 기독교교리 얼굴,['국내도서 > 종교 > 기독교(개신교) > 신학/기독교사상 > 기독교교리'],33/0/33/0/33,여주봉 저자(글),요단출판사,3.0
2751,2751,2752,팀 켈러의 기도,간구 칼뱅 예화 마르틴 루터 오웬 말씀 묵상,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],51/11/22/3/13,팀 켈러 저자(글) · 최종훈 번역,두란노서원,106.0
2752,2752,2753,가스펠 프로젝트 구약 2: 하나님의 구출 계획(고학년),성막 이스라엘 백성 성경 이야기 그리스도 중심 핵심 교리 예표,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],100/0/0/0/0,"LifeWay Kids 저자(글) · 안윤경 번역 · 김도일 , 김병훈 , 이희성 감수",두란노서원,2.0
2753,2753,2754,가스펠 프로젝트 신약 1: 위대한 복음(청장년),예수 그리스도 그리스도 중심 니고데모 구주 만왕 성경 본문,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],33/33/0/0/33,"LifeWay Adults 저자(글) · 송진순 번역 · 김병훈 , 류호성 , 신대현 감수",두란노서원,3.0
2754,2754,2755,가스펠 프로젝트 신약 2: 비유와 기적(중고등부),구약성경 신약성경 구원 역사 핵심 교리 예표 신앙 생활,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/100/0/0/0,"LifeWay Students 저자(글) · 문우일 번역 · 김병훈 , 류호성 , 곽상학 감수",두란노서원,2.0
2755,2755,2756,가스펠 프로젝트 신약 5: 하나님의 편지(중고등부),성경 공부 성경 전체 성경 공부 교재 자료실 그리스도 중심 구원 역사,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],100/0/0/0/0,"LifeWay Students 저자(글) · 심정훈 번역 · 김병훈 , 류호성 , 곽상학 감수",두란노서원,1.0
2756,2756,2757,가스펠 프로젝트 신약 5: 하나님의 편지(고학년),교회 지도자 성경 이야기 권면 복음 교회 공동체 전신 갑주,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재'],0/0/0/0/0,"LifeWay Kids 저자(글) · 권혜신 번역 · 김병훈 , 류호성 , 김정효 감수",두란노서원,0.0
2757,2757,2758,예수는 역사다,나사렛 예수 고고학 사본 죄 사함 독생자 불신자,['국내도서 > 종교 > 기독교(개신교) > 기독교인물 > 신앙인물'],40/0/0/0/60,"리 스트로벨 저자(글) · 윤관희 , 박중렬 번역",두란노서원,9.0
2758,2758,2759,주기도문: 경건생활(학생용),성경공부 주일 학교 제자 훈련 사도신경 앙관 경건,"['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 성경공부/QT교재', '국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상']",0/0/0/100/0,이재욱 저자(글),좋은씨앗,1.0
2759,2759,2760,메시지: 누가복음(미니북),선교단체 기독교 영성 오정현 목회 사역 빌립 영어 성경,['국내도서 > 종교 > 기독교(개신교) > 성경학습 > 복음서'],14/43/14/0/29,"유진 피터슨 저자(글) · 김순현 , 윤종석 , 이종태 번역 · 김회권 감수",복있는사람,8.0
2760,2760,2761,예배팀을 변화시키는 워십 스쿨,하나님 팀원 주일 예배 찬양대 대형 교회 아브라함,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 설교집'],67/0/0/0/33,정석찬 저자(글),미래사CROSS,3.0
2761,2761,2762,주님은 나의 최고봉(미니북),묵상 성령 세례 구원 계획 복음 전파 중보 기도 빛 가운데,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 기도/묵상'],25/25/25/25/0,오스왈드 챔버스 저자(글) · 스데반 황 번역,토기장이,11.0
2762,2762,2763,존 번연의 좁은문,그리스도인 위선자 도피처 종교 개혁자 주 예수 그리스도 득세,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 신앙생활/영성'],0/0/100/0/0,존 번연 저자(글) · 우성훈 번역,생명의말씀사,2.0
2763,2763,2764,"박영선 목사 설교선집 세트: 믿음, 성화, 교회, 자유",그리스도인 선교단체 신학생 신앙인 씨름 목회,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 설교집'],0/33/0/67/0,박영선 저자(글) · 조주석 엮음,복있는사람,4.0
2764,2764,2765,리더가 리더에게,디모데 전서 낙심 목회 사역 설교 준비 바울 예수 그리스도,['국내도서 > 종교 > 기독교(개신교) > 신앙생활 > 성공/리더십'],72/17/11/0/0,존 스토트 저자(글) · 김명희 번역,IVP,20.0
2765,2765,2766,1세기 교회 예배 이야기,그리스도인 교회사 브리스 빌립보 성만찬 리우스,"['국내도서 > 종교 > 기독교(개신교) > 교회 > 교회론/교회사', '국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 예배']",39/30/17/4/11,로버트 뱅크스 저자(글) · 신현기 번역,한국기독학생회출판부(IVP),61.0
2766,2766,2767,영적 성장의 길(훈련생용),성경 연구 묵상 인도자 성경 공부 그룹 모임 하나님 사랑,['국내도서 > 종교 > 기독교(개신교) > 기독교교육 > 제자훈련/사역'],67/17/17/0/0,"김명호 , 양승언 저자(글)",디모데,8.0
2767,2767,2768,왜 일하는가?,인간관계 영성 크리스천 북 트레일러 그룹 지체,['국내도서 > 종교 > 기독교(개신교) > 기도/설교/전도 > 설교집'],58/9/12/3/18,조정민 저자(글),두란노서원,61.0
